dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.358270,7.475118,11.697646,5.560950,0.321842,-5.185578,0.534025
0.020000,7.454977,7.530217,11.808949,5.565127,0.208833,-5.650450,0.501718
0.020000,7.553448,7.582175,11.920287,5.566909,0.089110,-5.986121,0.469310
0.020000,7.653538,7.630909,12.031610,5.566169,-0.037000,-6.305498,0.436943
0.020000,7.755088,7.676361,12.142868,5.562896,-0.163636,-6.331835,0.404764
0.020000,7.857935,7.718493,12.254010,5.557109,-0.289355,-6.285926,0.372916
0.020000,7.961908,7.757295,12.364988,5.548887,-0.411101,-6.087285,0.341538
0.020000,8.066838,7.792780,12.475756,5.538370,-0.525869,-5.738421,0.310761
0.020000,8.172557,7.824982,12.586271,5.525753,-0.630847,-5.248884,0.280706
0.020000,8.278905,7.853960,12.696495,5.511241,-0.725583,-4.736823,0.251481
0.020000,8.385728,7.879791,12.806397,5.495094,-0.807373,-4.089489,0.223179
0.020000,8.492885,7.902570,12.915948,5.477562,-0.876584,-3.460548,0.195880
0.020000,8.600246,7.922404,13.025127,5.458909,-0.932650,-2.803310,0.169648
0.020000,8.707696,7.939413,13.133914,5.439388,-0.976051,-2.170040,0.144532
0.020000,8.815131,7.953728,13.242299,5.419231,-1.007857,-1.590312,0.120568
0.020000,8.922463,7.965483,13.350272,5.398663,-1.028384,-1.026322,0.097781
0.020000,9.029614,7.974817,13.457830,5.377863,-1.039997,-0.580659,0.076183
0.020000,9.136522,7.981871,13.564970,5.357010,-1.042634,-0.131847,0.055777
0.020000,9.243133,7.986786,13.671695,5.336237,-1.038684,0.197512,0.036559
0.020000,9.349406,7.989704,13.778008,5.315651,-1.029312,0.468570,0.018517
0.020000,9.455308,7.990762,13.883915,5.295349,-1.015066,0.712287,0.001637
0.020000,9.560814,7.990094,13.989422,5.275397,-0.997620,0.872303,6.269082
0.020000,9.665906,7.987834,14.094539,5.255840,-0.977830,0.989491,6.254460
0.020000,9.770574,7.984109,14.199273,5.236710,-0.956496,1.066701,6.240931
0.020000,9.874812,7.979042,14.303634,5.218019,-0.934579,1.095880,6.228471
0.020000,9.978617,7.972754,14.407629,5.199775,-0.912163,1.120788,6.217054
0.020000,10.081992,7.965359,14.511269,5.181974,-0.890071,1.104594,6.206654
0.020000,10.184943,7.956969,14.614561,5.164591,-0.869137,1.046693,6.197247
0.020000,10.287476,7.947692,14.717513,5.147614,-0.848851,1.014313,6.188811
0.020000,10.389518,7.937640,14.820048,5.126773,-1.042067,-9.660808,6.181330
0.020000,10.490792,7.926947,14.921886,5.091881,-1.744599,-35.126576,6.174799
0.020000,10.590995,7.915753,15.022712,5.041312,-2.528430,-39.191579,6.169207
0.020000,10.690028,7.904174,15.122420,4.985372,-2.796994,-13.428169,6.164526
0.020000,10.787912,7.892309,15.221020,4.930021,-2.767583,1.470514,6.160723
0.020000,10.878663,7.881002,15.312472,4.572614,-17.870353,-755.138478,6.157474
0.020000,10.975664,7.868446,15.410283,4.890516,15.895095,1688.272404,6.151356
0.020000,11.071923,7.855367,15.507427,4.857191,-1.666227,-878.066096,6.144857
0.020000,11.167434,7.841738,15.603905,4.823920,-1.663551,0.133816,6.137973
0.020000,11.262189,7.827533,15.699719,4.790705,-1.660736,0.140725,6.130701
0.020000,11.356181,7.812723,15.794871,4.757574,-1.656564,0.208594,6.123037
0.020000,11.449401,7.797283,15.889360,4.724494,-1.653989,0.128753,6.114977
0.020000,11.541840,7.781187,15.983190,4.691492,-1.650129,0.192986,6.106517
0.020000,11.633488,7.764409,16.076362,4.658568,-1.646192,0.196892,6.097653
0.020000,11.724335,7.746925,16.168876,4.625723,-1.642239,0.197624,6.088380
0.020000,11.814371,7.728711,16.260735,4.592956,-1.638339,0.195002,6.078693
0.020000,11.903582,7.709742,16.351940,4.560265,-1.634563,0.188820,6.068589
0.020000,11.991956,7.689997,16.442493,4.527645,-1.630986,0.178854,6.058063
0.020000,12.079479,7.669453,16.532395,4.495092,-1.627688,0.164866,6.047112
0.020000,12.166136,7.648089,16.621647,4.462596,-1.624756,0.146617,6.035731
0.020000,12.251912,7.625883,16.710251,4.430176,-1.621047,0.185459,6.023917
0.020000,12.336789,7.602817,16.798206,4.397787,-1.619402,0.082217,6.011668
0.020000,12.420750,7.578872,16.885515,4.365427,-1.618047,0.067784,5.998983
0.020000,12.503775,7.554031,16.972177,4.333106,-1.616039,0.100404,5.985859
0.020000,12.585845,7.528278,17.058192,4.300771,-1.616724,-0.034267,5.972296
0.020000,12.666938,7.501599,17.143561,4.268419,-1.617608,-0.044215,5.958296
0.020000,12.747031,7.473980,17.228282,4.236059,-1.618007,-0.019950,5.943860
0.020000,12.826100,7.445412,17.312354,4.203615,-1.622211,-0.210210,5.928992
0.020000,12.904121,7.415884,17.395776,4.171089,-1.626270,-0.202937,5.913696
0.020000,12.981069,7.385391,17.478545,4.138453,-1.631836,-0.278307,5.897980
0.020000,13.056915,7.353928,17.560659,4.105672,-1.639028,-0.359577,5.881851
0.020000,13.131633,7.321492,17.642113,4.072713,-1.647948,-0.446024,5.865319
0.020000,13.205194,7.288086,17.722904,4.039539,-1.658682,-0.536658,5.848397
0.020000,13.277568,7.253713,17.803026,4.006138,-1.670082,-0.570005,5.831099
0.020000,13.348728,7.218380,17.882475,3.972429,-1.685442,-0.768035,5.813440
0.020000,13.418642,7.182097,17.961243,3.938407,-1.701081,-0.781938,5.795440
0.020000,13.487281,7.144878,18.039324,3.904018,-1.719487,-0.920297,5.777119
0.020000,13.554615,7.106740,18.116708,3.869245,-1.738646,-0.957972,5.758500
0.020000,13.620616,7.067705,18.193389,3.834023,-1.761094,-1.122362,5.739607
0.020000,13.685256,7.027797,18.269356,3.798334,-1.784462,-1.168414,5.720468
0.020000,13.748507,6.987044,18.344598,3.762142,-1.809591,-1.256433,5.701112
0.020000,13.810344,6.945478,18.419107,3.725417,-1.836256,-1.333249,5.681568
0.020000,13.870742,6.903135,18.492870,3.688140,-1.863854,-1.379936,5.661868
0.020000,13.929681,6.860053,18.565875,3.650274,-1.893272,-1.470894,5.642047
0.020000,13.987140,6.816275,18.638111,3.611816,-1.922882,-1.480502,5.622137
0.020000,14.043103,6.771846,18.709566,3.572748,-1.953404,-1.526066,5.602174
0.020000,14.097557,6.726814,18.780228,3.533066,-1.984103,-1.534982,5.582193
0.020000,14.150489,6.681230,18.850083,3.492769,-2.014862,-1.537925,5.562229
0.020000,14.201892,6.635144,18.919120,3.451865,-2.045201,-1.516942,5.542317
0.020000,14.251763,6.588614,18.987327,3.410352,-2.075642,-1.522054,5.522491
0.020000,14.300100,6.541692,19.054693,3.368272,-2.104029,-1.419372,5.502785
0.020000,14.346906,6.494437,19.121205,3.325613,-2.132932,-1.445124,5.483230
0.020000,14.392188,6.446905,19.186854,3.282427,-2.159315,-1.319167,5.463858
0.020000,14.435955,6.399154,19.251628,3.238730,-2.184858,-1.277147,5.444696
0.020000,14.478220,6.351240,19.315519,3.194552,-2.208871,-1.200679,5.425774
0.020000,14.519001,6.303221,19.378518,3.149961,-2.229547,-1.033794,5.407114
0.020000,14.558315,6.255151,19.440617,3.104937,-2.251217,-1.083461,5.388741
0.020000,14.596185,6.207086,19.501808,3.059565,-2.268581,-0.868205,5.370676
0.020000,14.632636,6.159079,19.562086,3.013879,-2.284315,-0.786695,5.352935
0.020000,14.667694,6.111181,19.621444,2.967877,-2.300088,-0.788690,5.335537
0.020000,14.701389,6.063441,19.679877,2.921669,-2.310394,-0.515301,5.318495
0.020000,14.733752,6.015908,19.737381,2.875222,-2.322385,-0.599539,5.301820
0.020000,14.764816,5.968627,19.793954,2.828627,-2.329711,-0.366281,5.285523
0.020000,14.794613,5.921641,19.849592,2.781890,-2.336868,-0.357848,5.269611
0.020000,14.823179,5.874991,19.904293,2.735065,-2.341247,-0.218943,5.254090
0.020000,14.850549,5.828717,19.958055,2.688117,-2.347394,-0.307357,5.238964
0.020000,14.876759,5.782854,20.010879,2.641196,-2.346074,0.065995,5.224236
0.020000,14.901846,5.737438,20.062764,2.594214,-2.349075,-0.150073,5.209906
0.020000,14.925847,5.692501,20.113708,2.547231,-2.349147,-0.003575,5.195975
0.020000,14.948796,5.648073,20.163714,2.500274,-2.347893,0.062703,5.182440
0.020000,14.970732,5.604181,20.212782,2.453403,-2.343504,0.219417,5.169300
0.020000,14.991690,5.560852,20.260913,2.406560,-2.342191,0.065690,5.156550
0.020000,15.011706,5.518111,20.308109,2.359823,-2.336809,0.269084,5.144186
0.020000,15.030815,5.475978,20.354372,2.313147,-2.333840,0.148451,5.132203
0.020000,15.049051,5.434477,20.399704,2.266566,-2.329016,0.241184,5.120595
0.020000,15.066447,5.393624,20.444106,2.220121,-2.322282,0.336726,5.109357
0.020000,15.083037,5.353438,20.487582,2.173792,-2.316459,0.291156,5.098481
0.020000,15.098853,5.313935,20.530133,2.127562,-2.311465,0.249654,5.087960
0.020000,15.113925,5.275131,20.571762,2.081450,-2.305619,0.292344,5.077788
0.020000,15.128284,5.237037,20.612472,2.035499,-2.297518,0.405024,5.067957
0.020000,15.141959,5.199667,20.652266,1.989683,-2.290813,0.335263,5.058459
0.020000,15.154979,5.163033,20.691145,1.943948,-2.286746,0.203333,5.049287
0.020000,15.167371,5.127144,20.729113,1.898389,-2.277953,0.439659,5.040433
0.020000,15.179161,5.092010,20.766172,1.852949,-2.271989,0.298202,5.031890
0.020000,15.190374,5.057640,20.802325,1.807666,-2.264153,0.391790,5.023650
0.020000,15.201036,5.024042,20.837575,1.762480,-2.259297,0.242828,5.015706
0.020000,15.211170,4.991222,20.871923,1.717415,-2.253253,0.302196,5.008050
0.020000,15.220798,4.959188,20.905373,1.672495,-2.246001,0.362583,5.000676
0.020000,15.229943,4.927944,20.937928,1.627745,-2.237528,0.423660,4.993576
0.020000,15.238624,4.897498,20.969587,1.582989,-2.237768,-0.012015,4.986743
0.020000,15.246863,4.867851,21.000357,1.538485,-2.225209,0.627962,4.980171
0.020000,15.254678,4.839011,21.030238,1.494043,-2.222121,0.154382,4.973853
0.020000,15.262087,4.810980,21.059232,1.449682,-2.218040,0.204087,4.967784
0.020000,15.269109,4.783762,21.087340,1.405423,-2.212949,0.254540,4.961956
0.020000,15.275759,4.757361,21.114566,1.361286,-2.206838,0.305515,4.956364
0.020000,15.282055,4.731779,21.140912,1.317292,-2.199702,0.356798,4.951003
0.020000,15.288010,4.707018,21.166379,1.273344,-2.197405,0.114852,4.945866
0.020000,15.293641,4.683081,21.190969,1.229528,-2.190784,0.331048,4.940949
0.020000,15.298959,4.659971,21.214683,1.185715,-2.190687,0.004861,4.936247
0.020000,15.303980,4.637688,21.237525,1.142065,-2.182470,0.410850,4.931755
0.020000,15.308715,4.616234,21.259494,1.098481,-2.179233,0.161859,4.927468
0.020000,15.313176,4.595612,21.280594,1.054979,-2.175103,0.206499,4.923382
0.020000,15.317374,4.575822,21.300825,1.011538,-2.172029,0.153725,4.919493
0.020000,15.321320,4.556866,21.320187,0.968107,-2.171559,0.023486,4.915797
0.020000,15.325025,4.538743,21.338685,0.924890,-2.160852,0.535321,4.912289
0.020000,15.328498,4.521457,21.356316,0.881549,-2.167064,-0.310592,4.908967
0.020000,15.331747,4.505007,21.373084,0.838400,-2.157422,0.482107,4.905827
0.020000,15.334781,4.489394,21.388989,0.795282,-2.155916,0.075326,4.902866
0.020000,15.337609,4.474618,21.404033,0.752198,-2.154184,0.086606,4.900081
0.020000,15.340237,4.460680,21.418216,0.709165,-2.151633,0.127523,4.897469
0.020000,15.342673,4.447581,21.431540,0.666200,-2.148263,0.168482,4.895028
0.020000,15.344923,4.435320,21.444006,0.623277,-2.146146,0.105894,4.892754
0.020000,15.346993,4.423900,21.455612,0.580310,-2.148340,-0.109721,4.890646
0.020000,15.348889,4.413318,21.466363,0.537515,-2.139760,0.429018,4.888701
0.020000,15.350616,4.403576,21.476256,0.494662,-2.142643,-0.144167,4.886918
0.020000,15.352178,4.394676,21.485293,0.451840,-2.141130,0.075636,4.885295
0.020000,15.353579,4.386615,21.493474,0.409090,-2.137486,0.182209,4.883830
0.020000,15.354825,4.379394,21.500801,0.366355,-2.136759,0.036351,4.882522
0.020000,15.355917,4.373014,21.507274,0.323650,-2.135257,0.075122,4.881370
0.020000,15.356859,4.367475,21.512894,0.280951,-2.134924,0.016634,4.880371
0.020000,15.357654,4.362777,21.517658,0.238208,-2.137186,-0.113114,4.879526
0.020000,15.358303,4.358919,21.521570,0.195631,-2.128827,0.417971,4.878833
0.020000,15.358809,4.355904,21.524628,0.152877,-2.137686,-0.442984,4.878292
0.020000,15.359173,4.353728,21.526834,0.110292,-2.129266,0.421002,4.877903
0.020000,15.359396,4.352393,21.528187,0.067667,-2.131236,-0.098471,4.877664
0.020000,15.359493,4.351812,21.528776,0.029428,-1.911944,10.964569,4.877560
0.020000,15.359513,4.351689,21.528901,0.006255,-1.158671,37.663675,4.877538
